base,visibility,dt,timezone,id,name,cod,weather_description,coord_lon,coord_lat,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,wind_deg,wind_gust,clouds_all,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,rain_1h
stations,10000,1783825184,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,24.37,24.77,23.39,25.18,1014,73,1014,1007,0.89,96,2.68,78,2,18549,ES,1783830497,1783884314,
stations,10000,1783825864,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,24.44,24.82,23.64,25.18,1014,72,1014,1007,0.45,63,2.24,78,2,18549,ES,1783830497,1783884314,
stations,10000,1783826790,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,24.37,24.74,23.64,25.18,1014,72,1014,1007,2.44,76,3.42,78,2,18549,ES,1783830497,1783884314,
stations,10000,1783827673,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,24.2,24.56,23.08,25.18,1014,72,1014,1007,2.68,76,3.33,68,2,18549,ES,1783830497,1783884314,
stations,10000,1783861847,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,30.44,32.26,28.81,32.84,1015,53,1015,1008,5.16,107,6.97,100,2,18549,ES,1783830497,1783884314,
stations,10000,1783862652,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,30.0,31.71,28.26,33.13,1015,54,1015,1008,2.24,94,4.92,100,2,18549,ES,1783830497,1783884314,
stations,10000,1783863627,7200,3128760,Barcelona,200,overcast clouds,2.1606,41.3891,29.57,31.85,27.65,33.17,1015,59,1015,1008,0.45,174,4.47,100,2,18549,ES,1783830496,1783884314,
stations,10000,1783864709,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,29.86,32.19,28.08,33.13,1015,58,1015,1008,1.79,109,4.47,100,2,18549,ES,1783830497,1783884314,
stations,10000,1783865699,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,30.44,32.85,28.08,33.13,1015,56,1015,1008,0.89,49,4.02,100,2,18549,ES,1783830497,1783884314,
stations,10000,1783866354,7200,6544100,Eixample,200,overcast clouds,2.1606,41.3891,30.59,32.51,28.3,33.17,1015,53,1015,1008,0.89,80,4.47,100,2,18549,ES,1783830496,1783884314,
stations,10000,1783867363,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,30.23,32.09,28.64,33.5,1015,54,1015,1007,4.54,96,5.88,99,2,18549,ES,1783830497,1783884314,
stations,10000,1783867934,7200,6544100,Eixample,200,overcast clouds,2.1606,41.3891,30.29,32.19,28.68,33.17,1015,54,1015,1007,0.45,15,4.47,99,2,18549,ES,1783830496,1783884314,
stations,10000,1783869140,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,29.81,31.24,28.51,33.69,1015,53,1015,1007,1.34,82,4.92,99,2,18549,ES,1783830497,1783884314,
stations,10000,1783869912,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,29.61,31.09,27.96,33.69,1015,54,1015,1007,4.54,96,5.88,99,2,18549,ES,1783830497,1783884314,
stations,10000,1783871070,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,29.23,30.8,27.96,33.44,1014,56,1014,1007,0.89,70,5.36,99,2,18549,ES,1783830497,1783884314,
stations,10000,1783871652,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,28.88,30.83,26.97,33.13,1015,60,1015,1007,0.45,107,4.02,99,2,18549,ES,1783830497,1783884314,
stations,10000,1783872891,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,28.78,30.67,26.97,31.46,1015,60,1015,1007,4.78,87,6.01,99,2,18549,ES,1783830497,1783884314,
stations,10000,1783873363,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,28.71,30.55,26.97,32.02,1015,60,1015,1007,4.78,87,6.01,99,2,18549,ES,1783830497,1783884314,
stations,10000,1783874673,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,28.79,30.68,26.97,32.02,1014,60,1014,1007,0.45,355,4.47,100,2,18549,ES,1783830497,1783884314,
stations,10000,1783875308,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,28.84,30.77,26.97,32.02,1014,60,1014,1007,4.21,82,5.38,100,2,18549,ES,1783830497,1783884314,
stations,10000,1783876123,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,28.42,30.22,26.97,32.39,1015,61,1015,1007,0.45,53,5.36,100,2,18549,ES,1783830497,1783884314,
stations,10000,1783876800,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,29.26,30.7,26.97,32.02,1014,55,1014,1007,4.21,82,5.38,100,2,18549,ES,1783830497,1783884314,
stations,10000,1783877992,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,28.88,30.4,26.97,31.46,1014,57,1014,1006,4.43,78,5.52,100,2,18549,ES,1783830497,1783884314,
stations,10000,1783878732,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,28.77,30.23,26.97,31.46,1014,57,1014,1006,4.43,78,5.52,100,2,18549,ES,1783830497,1783884314,
stations,10000,1783880103,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,28.14,29.9,26.5,30.64,1015,62,1015,1006,4.43,78,5.52,100,2,18549,ES,1783830497,1783884314,
stations,10000,1783880746,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,28.1,29.95,26.5,30.72,1014,63,1014,1006,4.43,78,5.52,100,2,18549,ES,1783830497,1783884314,
stations,10000,1783881882,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,28.33,29.83,26.97,30.16,1014,59,1014,1007,3.75,68,4.45,98,2,18549,ES,1783830497,1783884314,
stations,10000,1783882796,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,28.01,29.35,26.41,29.61,1014,59,1014,1007,3.74,67,4.33,95,2,18549,ES,1783830497,1783884314,
stations,10000,1783883643,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,27.78,29.55,25.94,28.99,1014,64,1014,1007,3.74,67,4.33,95,2,18549,ES,1783830497,1783884314,
stations,10000,1783884174,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,27.68,29.4,25.94,28.99,1014,64,1014,1007,3.74,67,4.33,95,2,18549,ES,1783830497,1783884314,
stations,10000,1783886136,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,27.15,27.76,25.93,28.13,1014,53,1014,1007,4.06,61,4.83,95,2,18549,ES,1783830497,1783884314,
stations,10000,1783887012,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,26.98,27.65,25.89,28.13,1015,54,1015,1007,1.34,30,3.58,95,2,18549,ES,1783830497,1783884314,
stations,10000,1783888179,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,26.72,27.32,25.86,28.13,1015,53,1015,1007,0.89,108,3.13,95,2,18549,ES,1783830497,1783884314,
stations,10000,1783889101,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,26.83,27.26,25.86,28.08,1014,50,1014,1007,0.89,318,4.02,77,2,18549,ES,1783830497,1783884314,
stations,10000,1783890001,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,27.14,27.36,26.36,28.08,1014,47,1014,1007,0.89,298,3.58,77,2,18549,ES,1783830497,1783884314,
stations,10000,1783890643,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,27.27,27.35,26.28,28.16,1014,45,1014,1007,0.89,336,4.02,77,2,18549,ES,1783830497,1783884314,
stations,10000,1783891546,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,27.15,27.19,26.36,28.16,1014,44,1014,1007,1.34,304,4.92,77,2,18549,ES,1783830497,1783884314,
stations,10000,1783892434,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,27.29,27.14,26.28,28.63,1014,41,1014,1007,0.89,281,5.81,67,2,18549,ES,1783830497,1783884314,
stations,10000,1783893059,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,27.36,27.14,26.28,28.72,1014,40,1014,1007,0.89,336,5.36,67,2,18549,ES,1783830497,1783884314,
stations,10000,1783894502,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,27.51,27.44,25.61,28.72,1014,43,1014,1007,0.45,355,3.58,67,2,18549,ES,1783916942,1783970683,
stations,10000,1783895402,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,27.6,27.39,25.8,28.63,1015,41,1015,1007,0.45,355,3.58,57,2,18549,ES,1783916942,1783970683,
stations,10000,1783896089,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,27.43,27.31,25.72,28.16,1015,42,1015,1007,3.26,71,4.22,57,2,18549,ES,1783916942,1783970683,
stations,10000,1783897200,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,27.36,27.25,25.8,28.16,1015,42,1015,1007,3.26,71,4.22,57,2,18549,ES,1783916942,1783970683,
stations,10000,1783898043,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,27.25,27.16,25.24,28.16,1015,42,1015,1007,0.89,28,4.02,57,2,18549,ES,1783916942,1783970683,
stations,10000,1783898739,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,27.12,27.0,25.24,27.96,1015,41,1015,1007,3.26,71,4.22,57,2,18549,ES,1783916942,1783970683,
stations,10000,1783899671,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,26.63,26.63,24.69,27.61,1014,50,1014,1007,2.98,65,3.55,52,2,2032131,ES,1783916942,1783970683,
stations,10000,1783899671,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,26.63,26.63,24.69,27.61,1014,50,1014,1007,2.98,65,3.55,52,2,2032131,ES,1783916942,1783970683,
stations,10000,1783899671,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,26.63,26.63,24.69,27.61,1014,50,1014,1007,2.98,65,3.55,52,2,2032131,ES,1783916942,1783970683,
stations,10000,1783900798,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,26.5,26.5,24.69,27.61,1014,52,1014,1007,2.98,65,3.55,52,2,2032131,ES,1783916942,1783970683,
stations,10000,1783901417,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,26.06,26.06,24.26,27.61,1015,53,1015,1007,2.98,65,3.55,52,2,2032131,ES,1783916942,1783970683,
stations,10000,1783902536,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,26.13,26.13,24.52,27.58,1015,54,1015,1007,2.98,65,3.55,52,2,2032131,ES,1783916942,1783970683,
stations,10000,1783903267,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.93,26.01,24.13,27.58,1014,55,1014,1007,2.88,51,2.97,59,2,2032131,ES,1783916942,1783970683,
stations,10000,1783906034,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.59,25.69,23.97,27.58,1015,57,1015,1007,2.88,51,2.97,59,2,2032131,ES,1783916942,1783970683,
stations,10000,1783906840,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.99,25.99,23.58,27.58,1014,47,1014,1007,2.84,45,3.08,71,2,18549,ES,1783916942,1783970683,
stations,10000,1783907892,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.99,25.99,23.58,27.58,1014,48,1014,1007,2.84,45,3.08,71,2,18549,ES,1783916942,1783970683,
stations,10000,1783908490,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.89,25.79,23.58,27.4,1015,48,1015,1007,2.84,45,3.08,71,2,18549,ES,1783916942,1783970683,
stations,10000,1783909802,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.12,25.25,23.97,26.41,1014,60,1014,1006,2.45,51,2.75,52,2,2032131,ES,1783916942,1783970683,
stations,10000,1783910534,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.08,25.24,23.68,27.02,1014,61,1014,1006,2.45,51,2.75,52,2,2032131,ES,1783916942,1783970683,
stations,10000,1783911495,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.17,25.39,23.68,27.02,1014,63,1014,1006,2.45,51,2.75,52,2,2032131,ES,1783916942,1783970683,
stations,10000,1783912503,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.55,25.47,23.68,27.02,1014,50,1014,1006,2.45,51,2.75,52,2,18549,ES,1783916942,1783970683,
stations,10000,1783913145,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.55,25.47,23.68,27.02,1014,50,1014,1006,2.45,51,2.75,52,2,18549,ES,1783916942,1783970683,
stations,10000,1783914161,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,25.5,25.41,23.41,27.02,1013,50,1013,1006,0.89,331,3.58,42,2,18549,ES,1783916942,1783970683,
stations,10000,1783915096,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,25.2,25.08,23.41,26.29,1013,50,1013,1006,0.89,304,4.02,42,2,18549,ES,1783916942,1783970683,
stations,10000,1783915802,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,25.36,25.2,23.39,26.29,1013,48,1013,1006,0.89,317,4.47,42,2,18549,ES,1783916942,1783970683,
stations,10000,1783916737,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,25.39,25.26,23.41,26.29,1014,49,1014,1006,0.45,274,4.02,42,2,18549,ES,1783916942,1783970683,
stations,10000,1783917774,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.38,25.28,23.39,26.46,1014,50,1014,1006,0.89,317,4.47,51,2,18549,ES,1783916942,1783970683,
stations,10000,1783918801,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.37,25.32,23.44,26.77,1014,52,1014,1006,0.45,298,4.02,51,2,18549,ES,1783916942,1783970683,
stations,10000,1783919701,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.42,25.38,23.68,26.5,1014,52,1014,1006,2.92,59,3.41,51,2,18549,ES,1783916942,1783970683,
stations,10000,1783920577,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.66,25.59,23.41,26.5,1014,50,1014,1006,1.34,134,3.58,51,2,18549,ES,1783916942,1783970683,
stations,10000,1783921304,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.81,25.75,24.61,26.5,1014,50,1014,1006,0.45,75,2.68,59,2,18549,ES,1783916942,1783970683,
stations,10000,1783922146,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.82,25.79,24.55,26.5,1014,51,1014,1006,0.89,63,2.68,59,2,18549,ES,1783916942,1783970683,
stations,10000,1783923108,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,25.67,25.7,24.24,26.77,1014,54,1014,1006,0.89,250,3.13,59,2,18549,ES,1783916942,1783970683,
stations,10000,1783923957,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,25.88,25.93,24.79,27.33,1014,54,1014,1006,0.45,360,2.68,59,2,18549,ES,1783916942,1783970683,
stations,10000,1783924840,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,26.28,26.28,25.08,27.58,1014,52,1014,1006,0.45,116,3.58,84,2,18549,ES,1783916942,1783970683,
stations,10000,1783925850,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,26.75,27.35,25.89,28.44,1014,53,1014,1006,1.34,102,4.47,95,2,18549,ES,1783916942,1783970683,
stations,10000,1783926857,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,26.96,27.56,26.45,28.44,1014,53,1014,1006,1.34,124,7.6,95,2,18549,ES,1783916942,1783970683,
stations,10000,1783927781,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,26.73,27.69,25.86,28.13,1014,59,1014,1006,2.68,360,4.92,95,2,18549,ES,1783916942,1783970683,
stations,10000,1783928411,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,26.58,26.58,25.86,28.44,1014,59,1014,1006,3.13,89,7.15,52,2,18549,ES,1783916942,1783970683,
stations,10000,1783929491,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,27.51,28.07,26.41,30.1,1014,52,1014,1006,1.79,73,6.26,52,2,18549,ES,1783916942,1783970683,
stations,10000,1783930502,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,28.12,29.75,26.41,30.1,1014,61,1014,1006,3.58,96,6.71,52,2,18549,ES,1783916942,1783970683,
stations,10000,1783930862,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,28.63,30.42,26.97,31.03,1014,60,1014,1006,1.34,90,6.26,52,2,18549,ES,1783916942,1783970683,
stations,10000,1783932162,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,28.81,29.9,27.96,31.28,1014,54,1014,1006,4.86,90,6.34,38,2,18549,ES,1783916942,1783970683,
stations,10000,1783933169,7200,6544100,Eixample,200,scattered clouds,2.159,41.3888,29.54,30.98,27.96,32.14,1014,54,1014,1006,4.86,90,6.34,38,2,18549,ES,1783916942,1783970683,
stations,10000,1783933867,7200,3128760,Barcelona,200,scattered clouds,2.1606,41.3891,30.29,32.01,28.3,32.43,1014,53,1014,1006,4.86,90,6.34,38,2,18549,ES,1783916941,1783970683,
stations,10000,1783934442,7200,3128760,Barcelona,200,scattered clouds,2.1606,41.3891,29.76,31.83,28.12,32.88,1014,57,1014,1006,4.86,90,6.34,38,2,18549,ES,1783916941,1783970683,
stations,10000,1783935821,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,29.78,31.69,28.08,32.88,1014,56,1014,1007,0.89,16,4.92,29,2,18549,ES,1783916942,1783970683,
stations,10000,1783936801,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,30.05,32.34,28.64,33.13,1015,57,1015,1007,3.13,91,5.36,29,2,18549,ES,1783916942,1783970683,
stations,10000,1783937567,7200,6544100,Eixample,200,scattered clouds,2.159,41.3888,30.22,32.85,29.07,33.44,1015,58,1015,1007,2.24,107,5.36,29,2,18549,ES,1783916942,1783970683,
stations,10000,1783938410,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,30.17,32.56,28.81,33.44,1015,57,1015,1007,0.45,94,4.02,29,2,18549,ES,1783916942,1783970683,
stations,10000,1783939361,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,29.99,32.24,28.81,33.02,1015,57,1015,1008,0.89,67,6.26,39,2,18549,ES,1783916942,1783970683,
stations,10000,1783940292,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,29.56,32.57,27.61,32.94,1015,63,1015,1008,2.24,119,5.81,39,2,18549,ES,1783916942,1783970683,
stations,10000,1783941241,7200,3128760,Barcelona,200,scattered clouds,2.1561,41.3925,29.3,32.25,27.53,32.5,1015,64,1015,1008,0.89,70,5.36,39,2,18549,ES,1783916942,1783970685,
stations,10000,1783941915,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,29.27,32.55,28.11,32.58,1015,66,1015,1008,2.24,99,4.47,39,2,18549,ES,1783916942,1783970683,
stations,10000,1783943043,7200,3128760,Barcelona,200,scattered clouds,2.1561,41.3925,29.0,31.84,27.44,32.25,1014,65,1014,1007,0.89,74,4.47,49,2,18549,ES,1783916942,1783970685,
stations,10000,1783943858,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,29.2,32.23,27.52,32.47,1015,65,1015,1007,0.45,25,4.02,49,2,18549,ES,1783916942,1783970683,
stations,10000,1783944857,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,29.0,32.19,27.53,32.02,1015,67,1015,1007,1.79,96,5.36,49,2,18549,ES,1783916942,1783970683,
stations,10000,1783945558,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,28.99,32.52,27.52,32.58,1014,69,1014,1007,1.34,77,4.47,49,2,18549,ES,1783916942,1783970683,
stations,10000,1783946411,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,29.3,32.8,28.08,32.58,1014,67,1014,1007,1.79,151,4.02,78,2,18549,ES,1783916942,1783970683,
stations,10000,1783947551,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,29.54,33.11,28.11,32.39,1014,66,1014,1006,1.34,94,4.02,85,2,18549,ES,1783916942,1783970683,
stations,10000,1783948184,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,29.95,33.35,28.16,32.57,1014,63,1014,1006,4.64,95,4.5,85,2,18549,ES,1783916942,1783970683,
stations,10000,1783949347,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,29.62,33.08,28.08,31.91,1014,65,1014,1006,0.45,72,4.47,85,2,18549,ES,1783916942,1783970683,
stations,10000,1783950167,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,29.87,33.39,28.16,32.28,1013,64,1013,1006,1.34,107,4.92,75,2,18549,ES,1783916942,1783970683,
stations,10000,1783951010,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,30.09,33.85,28.16,32.88,1013,64,1013,1006,0.89,106,4.47,75,2,18549,ES,1783916942,1783970683,
stations,10000,1783951906,7200,6544100,Eixample,200,broken clouds,2.1606,41.3891,30.15,33.98,28.2,33.17,1013,64,1013,1006,0.45,59,4.02,75,2,18549,ES,1783916941,1783970683,
stations,10000,1783952593,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,29.88,33.41,28.16,33.69,1013,64,1013,1006,0.89,74,4.47,75,2,18549,ES,1783916942,1783970683,
stations,10000,1783953901,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,30.48,34.0,29.19,34.24,1013,61,1013,1005,0.89,67,4.02,58,2,18549,ES,1783916942,1783970683,
stations,10000,1783954772,7200,3128760,Barcelona,200,broken clouds,2.1606,41.3891,30.43,33.89,28.85,33.43,1013,61,1013,1005,0.89,27,5.36,58,2,18549,ES,1783916941,1783970683,
stations,10000,1783955327,7200,6544100,Eixample,200,broken clouds,2.1606,41.3891,30.33,33.69,29.23,33.47,1013,61,1013,1005,3.69,124,2.92,58,2,18549,ES,1783916941,1783970683,
stations,10000,1783956252,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,30.47,33.75,29.37,33.99,1013,60,1013,1005,0.45,76,3.58,58,2,18549,ES,1783916942,1783970683,
stations,10000,1783957072,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,30.62,34.06,28.81,34.24,1013,60,1013,1005,2.54,128,1.67,48,2,18549,ES,1783916942,1783970683,
stations,10000,1783958051,7200,3128760,Barcelona,200,scattered clouds,2.16,41.39,30.34,33.71,29.32,33.64,1013,61,1013,1005,2.54,128,1.67,48,2,18549,ES,1783916941,1783970683,
stations,10000,1783959037,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,29.93,33.31,28.08,34.24,1013,63,1013,1005,2.54,128,1.67,48,2,18549,ES,1783916942,1783970683,
stations,10000,1783960121,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,29.91,33.48,28.08,34.24,1013,64,1013,1005,2.54,128,1.67,48,2,18549,ES,1783916942,1783970683,
stations,10000,1783960982,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,29.98,33.62,28.08,34.24,1012,64,1012,1005,2.45,135,1.6,42,2,18549,ES,1783916942,1783970683,
stations,10000,1783961616,7200,3128760,Barcelona,200,scattered clouds,2.1606,41.3891,29.74,33.33,28.12,33.73,1012,65,1012,1005,2.45,135,1.6,42,2,18549,ES,1783916941,1783970683,
stations,10000,1783962678,7200,6544100,Eixample,200,scattered clouds,2.1606,41.3891,29.07,32.69,27.6,33.17,1013,69,1013,1005,1.34,130,2.68,42,2,18549,ES,1783916941,1783970683,
stations,10000,1783963640,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,28.94,32.42,27.56,32.88,1012,69,1012,1005,0.89,113,3.13,42,2,18549,ES,1783916942,1783970683,
stations,10000,1783964701,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,28.75,32.19,27.52,32.02,1012,70,1012,1005,2.14,151,1.77,38,2,18549,ES,1783916942,1783970683,
stations,10000,1783965045,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,28.39,31.59,27.05,32.02,1012,71,1012,1005,2.14,151,1.77,38,2,18549,ES,1783916942,1783970683,
stations,10000,1783966485,7200,3128760,Barcelona,200,scattered clouds,2.159,41.3888,28.16,31.41,26.97,30.72,1013,73,1013,1005,2.14,151,1.77,38,2,18549,ES,1783916942,1783970683,
stations,10000,1783967401,7200,3128760,Barcelona,200,few clouds,2.159,41.3888,28.02,31.12,26.97,30.24,1012,73,1012,1005,1.79,173,1.55,18,2,18549,ES,1783916942,1783970683,
stations,10000,1783968127,7200,3128760,Barcelona,200,few clouds,2.159,41.3888,27.34,29.44,26.45,29.61,1012,70,1012,1005,0.89,136,2.24,18,2,18549,ES,1783916942,1783970683,
stations,10000,1783969037,7200,3128760,Barcelona,200,few clouds,2.159,41.3888,27.31,29.49,26.45,29.55,1012,71,1012,1005,0.89,110,2.24,16,2,18549,ES,1783916942,1783970683,
stations,10000,1783969982,7200,6544100,Eixample,200,few clouds,2.159,41.3888,27.13,29.17,26.45,29.13,1012,71,1012,1005,0.45,125,2.68,16,2,18549,ES,1783916942,1783970683,
stations,10000,1783970744,7200,3128760,Barcelona,200,few clouds,2.159,41.3888,26.93,28.9,26.42,28.5,1012,72,1012,1005,0.89,87,1.79,16,2,18549,ES,1783916942,1783970683,
stations,10000,1783971757,7200,3128760,Barcelona,200,few clouds,2.159,41.3888,26.92,28.88,26.42,28.58,1013,72,1013,1006,1.24,163,1.01,11,2,18549,ES,1783916942,1783970683,
stations,10000,1783972557,7200,3128760,Barcelona,200,few clouds,2.159,41.3888,26.92,28.88,26.42,28.44,1013,72,1013,1006,0.45,56,2.24,11,2,18549,ES,1783916942,1783970683,
stations,10000,1783973186,7200,3128760,Barcelona,200,few clouds,2.159,41.3888,26.91,28.63,26.42,27.94,1013,69,1013,1006,1.24,163,1.01,11,2,18549,ES,1783916942,1783970683,
stations,10000,1783974601,7200,3128760,Barcelona,200,clear sky,2.159,41.3888,26.9,28.69,26.42,27.94,1014,70,1014,1006,1.52,174,1.58,8,2,18549,ES,1783916942,1783970683,
stations,10000,1783975264,7200,6544100,Eixample,200,clear sky,2.1606,41.3891,26.73,28.62,25.93,27.91,1014,73,1014,1006,1.52,174,1.58,8,2,18549,ES,1783916941,1783970683,
stations,10000,1783976401,7200,3128760,Barcelona,200,clear sky,2.159,41.3888,26.66,26.66,25.61,27.47,1014,73,1014,1006,1.52,174,1.58,8,2,18549,ES,1783916942,1783970683,
stations,10000,1783977301,7200,3128760,Barcelona,200,clear sky,2.159,41.3888,26.63,26.63,25.61,27.47,1015,73,1015,1006,1.52,174,1.58,8,2,18549,ES,1783916942,1783970683,
stations,10000,1783977931,7200,3128760,Barcelona,200,clear sky,2.159,41.3888,26.62,26.62,25.86,27.47,1015,72,1015,1006,1.52,174,1.58,8,2,18549,ES,1783916942,1783970683,
stations,10000,1783979100,7200,3128760,Barcelona,200,clear sky,2.159,41.3888,26.59,26.59,25.86,27.4,1014,71,1014,1007,1.26,192,1.51,6,2,18549,ES,1783916942,1783970683,
stations,10000,1783979820,7200,6544100,Eixample,200,clear sky,2.159,41.3888,26.59,26.59,25.86,27.4,1014,72,1014,1007,1.26,192,1.51,6,2,18549,ES,1784003388,1784057051,
stations,10000,1783980768,7200,6544100,Eixample,200,clear sky,2.159,41.3888,26.46,26.46,25.89,27.33,1015,72,1015,1007,1.26,192,1.51,6,2,18549,ES,1784003388,1784057051,
stations,10000,1783981546,7200,3128760,Barcelona,200,clear sky,2.159,41.3888,26.41,26.41,25.64,27.33,1015,72,1015,1007,0.45,105,1.34,6,2,18549,ES,1784003388,1784057051,
stations,10000,1783982553,7200,3128760,Barcelona,200,clear sky,2.159,41.3888,26.27,26.27,25.64,26.85,1014,72,1014,1007,0.45,82,1.79,5,2,18549,ES,1784003388,1784057051,
stations,10000,1783983601,7200,6544100,Eixample,200,clear sky,2.159,41.3888,26.27,26.27,25.64,26.85,1015,72,1015,1007,1.34,182,1.37,5,2,18549,ES,1784003388,1784057051,
